"Nom","Adresse 1","Adresse 2","Code postal","Ville","T้l้phone 1","T้l้phone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activit้"
"AB2C CHARPENTE COUVERTURE","","179 ALLEE ECUREUILS","38440","STE ANNE SUR GERVONDE","0621246413","","","4391A","79320344900020","0","ab2c@outlook.fr","BIDAUD ANTHONY","TRAVAUX DE CHARPENTE"
"ALKA CHARPENTE SARL","","544 RUE BEALIERE","38113","VEUREY VOROIZE","0476623185","","","4391A","44283115200024","6 เ 9","","KARMOUS ALI","TRAVAUX DE CHARPENTE"
"ALPES TOITURE","","61 RUE GUSTAVE GUERRE","38450","VIF","0640578359","","","4391A","84509134700011","0","","CORREIA ALEXIS","TRAVAUX DE CHARPENTE"
"ALPES TOITURES","","445 ROUTE POLOSSAT","38630","AVENIERES VEYRINS THUELLIN","0621466691","","","4391A","49979317200010","3 เ 5","","MESLIN THOMAS","TRAVAUX DE CHARPENTE"
"ALPES TRAVAUX DE L'HABITAT","","120 CHEMIN FRANQUES","38190","BERNIN","0786633121","","","4391A","83858138700019","0","","HENOFF DAMIEN","TRAVAUX DE CHARPENTE"
"ALPES ZINC","","61 AVENUE LIBERATION","38640","CLAIX","0642499601","","","4391A","44780330500047","0","info@mj-itcomputers.nl","ARAB HAMID","TRAVAUX DE CHARPENTE"
"ALU'ZING","","LE MOULIN","38122","COUR ET BUIS","0615881949","","","4391A","81321936700014","6 เ 9","","PINNA GIOVANNI","TRAVAUX DE CHARPENTE"
"AMB CHARPENTE","","99 RUE DU BILLOUD","38430","ST JEAN DE MOIRANS","0476351791","0663797341","0476351791","4391A","48338825200015","3 เ 5","","BENSALEM ABDEL-MALIK","TRAVAUX DE CHARPENTE"
"AMIGUET NICOLAS","","150 CHEMIN RUISSEAU","38410","ST MARTIN D'URIAGE","0630642175","","","4391A","52260474300040","1 เ 2","nicolasamiguet@gmail.com","AMIGUET NICOLAS","TRAVAUX DE CHARPENTE"
"ATTILA GRENOBLE","ZI DU PRUNEY","278 RUE AMABLE MATUSSIERE","38420","LE VERSOUD","0967426414","","0476736414","4391A","79534815000025","Inconnu","","FAGES THIERRY","TRAVAUX DE CHARPENTE"
"B3C","","453 BOULEVARD REPUBLIQUE","38190","FROGES","0687525526","","","4391A","81964917900010","0","","GARCIA SERGE","TRAVAUX DE CHARPENTE"
"BEAL PIERRE","","DOMAINE FULY","38070","ST QUENTIN FALLAVIER","0607092361","","","4391A","34264353300033","3 เ 5","","BEAL PIERRE","TRAVAUX DE CHARPENTE"
"BERRY SARL","ZA BRUYERES","ZA LES BRUYERES 650","38150","AGNIN","0474861728","","0971702153","4391A","45272863700029","3 เ 5","","BERRY PATRICK","TRAVAUX DE CHARPENTE"
"BERTHOLET CARL","","115 ROUTE CHARRIERE FITILIEU","38490","LES ABRETS EN DAUPHINE","0476930189","0677165445","","4391A","79271791000014","3 เ 5","","BERTHOLET CARL","TRAVAUX DE CHARPENTE"
"BISANCON IVAN CHARPENTE","","977 ROUTE ST ROCH","38380","MIRIBEL LES ECHELLES","0476062995","0682657216","0476064748","4391A","41536423100027","6 เ 9","","BISANCON IVAN","TRAVAUX DE CHARPENTE"
"BONZY CHARPENTE SARL","","31 ROUTE FONTAGNEUX","38760","VARCES ALLIERES ET RISSET","0680889611","","","4391A","42939606200029","0","","BONZY FRANCIS","TRAVAUX DE CHARPENTE"
"BORRALHEIRO ET FILS","","62 ROUTE AEROPORT","38590","ST ETIENNE DE ST GEOIRS","0476654188","","0982110598","4391A","41392794800021","Inconnu","charpente.borralheiro@orange.fr","BORRALHEIRO AFONSO","TRAVAUX DE CHARPENTE"
"BOUILLET ET FILS","","209 RUE PONT","38220","ST PIERRE DE MESAGE","0476681467","0688620775","","4391A","80223109200015","1 เ 2","sas.bouilletetfils@gmail.com","BOUILLET ROMARIC","TRAVAUX DE CHARPENTE"
"BOULE FILS SARL","ZA BOURAY","ZA LE BOURAY","38200","VILLETTE DE VIENNE","0474570593","","0474579956","4391A","35190109500015","6 เ 9","","BOULE FREDERIC","TRAVAUX DE CHARPENTE"
"BRESCH CHARPENTE COUVERTURE","","79 RUE PIPET","38200","VIENNE","0427871174","0622866923","","4391A","45289812500037","Inconnu","","BRESCH LUDOVIC","TRAVAUX DE CHARPENTE"
"BROCHIER PAUL","","1251 ROUTE VIEUX MOULIN","38850","BILIEU","0476556776","","","4391A","38443721600011","20 เ 49","claudie.do@wanadoo.fr","SALVI FREDERIC","TRAVAUX DE CHARPENTE"
"C2M","","267 ROUTE VEUREY","38340","VOREPPE","0476509772","","","4391A","53377796700027","3 เ 5","","MORISSONNEAU MARTIAL","TRAVAUX DE CHARPENTE"
"CHARPENTE BOREL","ZA LA CROIX DE L'ETANG","120 CHEMIN LEZE","38470","CHANTESSE","0646421018","","","4391A","49135710900033","1 เ 2","","BOREL MICHEL","TRAVAUX DE CHARPENTE"
"CHARPENTE CONTEMPORAINE","","CHEMIN PRE FIGAROUD","38330","ST NAZAIRE LES EYMES","0476527078","","","4391A","39818309500031","20 เ 49","","PERRON-BAILLY DANIEL","TRAVAUX DE CHARPENTE"
"CHARPENTE COUVERTUE ZINGUERIE CHRISTOPHE DESVI","","384 CHEMIN LONGS PRES","38660","LUMBIN","0476134269","0623471697","","4391A","50234838600025","3 เ 5","charpente-desvignes@orange.fr","DESVIGNES CHRISTOPHE","TRAVAUX DE CHARPENTE"
"CHARPENTE COUVERTURE GRESIVAUDAN","","55 TRAVERSE GUICHARDS","38410","VAULNAVEYS LE HAUT","0615030328","","","4391A","49245107500021","1 เ 2","","GERONIMO JEAN-CHRISTOPHE","TRAVAUX DE CHARPENTE"
"CHARPENTE TRADITIONNELLE DE L'ISERE SARL","","L'ERINET","38420","REVEL","0658974098","","","4391A","79150308900017","1 เ 2","","PERRON-BAILLY CEDRIC","TRAVAUX DE CHARPENTE"
"CHARPENTERIE DE LA SURE SARL","","305 CHEMIN CHAMOUSSIERE","38340","VOREPPE","0476501178","","","4391A","42308337700022","3 เ 5","charpenteriedelasure@gmail.com","DELAHAIE FREDERIC","TRAVAUX DE CHARPENTE"
"CLEMENT LIONEL","","50 AVENUE ROMANS","38360","SASSENAGE","0608511203","","","4391A","43512910100018","0","","CLEMENT LIONEL","TRAVAUX DE CHARPENTE"
"COING CHARPENTE","","LES GLAPIGNEUX","38570","THEYS","0476710820","","","4391A","78928235700019","3 เ 5","coing.charpente@orange.fr","COING AURELIEN","TRAVAUX DE CHARPENTE"
"COLCOMBET JEAN","","635 CHEMIN LIEURAZ","38121","CHONAS L'AMBALLAN","0673001524","","","4391A","50537520400029","1 เ 2","","COLCOMBET JEAN","TRAVAUX DE CHARPENTE"
"CREATION HABITAT BOIS","","3 IMPASSE CHATEAU VERT","38420","DOMENE","0760503776","","","4391A","84199089800014","Inconnu","","SAINT-SERNIN JULIEN","TRAVAUX DE CHARPENTE"
"CRUAT BEAUDOING","","LES GEYMONDS LIEU DIT FERVEILLEY ZAE","38250","VILLARD DE LANS","0476959496","","","4391A","44148435900019","3 เ 5","cruatbeaudoing2@wanadoo.fr","CRUAT BERNARD","TRAVAUX DE CHARPENTE"
"DAUPHINE ZINGUERIE","","ZI LANTEY","38510","PASSINS","0645767850","","","4391A","48236692900032","0","","DAUPHINE ZINGUERIE","TRAVAUX DE CHARPENTE"
"DCM COUVERTURE","","432 CHEMIN CHATAIGNERAIES","38440","ST JEAN DE BOURNAY","0437048314","","","4391A","75132449200022","1 เ 2","","DE CARVALHO MARCO","TRAVAUX DE CHARPENTE"
"DE SOUSA STEVEN","","36 LA CASCADE","38160","ST VERAND","0781722298","","","4391A","81377180500013","Inconnu","","DE SOUSA STEVEN","TRAVAUX DE CHARPENTE"
"DI MICHELE LES BOUTSDEBOIS","","4 IMPASSE FRERES LUMIERE","38230","CHAVANOZ","0478312306","","","4391A","49297349000013","1 เ 2","","DI MICHELE FRERES","TRAVAUX DE CHARPENTE"
"DONIN THIERRY","","3015 ROUTE VERSIN","38890","ST CHEF","0474289493","","","4391A","52982974900017","1 เ 2","","DONIN THIERRY","TRAVAUX DE CHARPENTE"
"DORI CHARPENTE","","305 RUE BARJON","38430","MOIRANS","0476354575","","","4391A","45114214500023","Inconnu","","DORI AURELIEN","TRAVAUX DE CHARPENTE"
"DTV FAISAN","","640 BOUCLE GONNOTS","38840","ST BONNET DE CHAVAGNE","0680135068","","","4391A","88947251000011","Inconnu","","FAISAN DAMIEN","TRAVAUX DE CHARPENTE"
"ENTREPRISE DE CHARPENTE JOUVEL","","1 RUE ELIE VERNET","38000","GRENOBLE","0476461668","","","4391A","41832153500019","0","charpentesjouvel@gmail.com","JOUVEL FRANCOIS","TRAVAUX DE CHARPENTE"
"ENTREPRISE GRAND","","115 ROUTE SEMAISES","38330","MONTBONNOT ST MARTIN","0476527022","","","4391A","40382636500039","1 เ 2","","GRAND THIERRY","TRAVAUX DE CHARPENTE"
"ENTREPRISE PILLAUD EURL","","409 AVENUE FOLATIERE","38480","LE PONT DE BEAUVOISIN","0476328943","","0476370517","4391A","39206160200018","6 เ 9","","PILLAUD JEROME","TRAVAUX DE CHARPENTE"
"EURO CHARPENTE OLIVEIRA SARL","ZA LES LEVEES","391 ROUTE GERIFONDIERE","38470","VINAY","0476369130","","","4391A","50040382900020","10 เ 19","","ROUSSET FRANCK","TRAVAUX DE CHARPENTE"
"FERRIER SARL","","ZA LE COTEL","38112","AUTRANS MEAUDRE EN VERCORS","0476952284","","","4391A","49236169600015","3 เ 5","","BUISSON MARIE-LAURE","TRAVAUX DE CHARPENTE"
"FGACHET","LES CHARBONNOTS","203 CHEMIN PRIEURE","38560","JARRIE","0476786343","0607366941","","4391A","49871729700010","3 เ 5","","GACHET FRANCOIS","TRAVAUX DE CHARPENTE"
"FLUXA STEPHANE","","243 CHEMIN CHATEAU","38260","ORNACIEUX","0474203308","","","4391A","47774146600015","3 เ 5","","FLUXA STEPHANE","TRAVAUX DE CHARPENTE"
"FLUXA STEPHANE","","230 RUE PERROCHE","38260","SARDIEU","0474203308","","","4391A","47774146600015","3 เ 5","s.fluxa@orange.fr","FLUXA STEPHANE","TRAVAUX DE CHARPENTE"
"FRANCO CEDRIC","","65 IMPASSE IFS","38300","RUY","0474283970","","","4391A","78853714000014","3 เ 5","","FRANCO CEDRIC","TRAVAUX DE CHARPENTE"
"GAUDOT CHARPENTE COUVERTURE","","35 IMPASSE PLAINE","38290","SATOLAS ET BONCE","0678300530","","","4391A","83187872300012","0","","GAUDOT CYRIL","TRAVAUX DE CHARPENTE"
"GENIN CHARPENTE SARL","BAT 1","105 CHEMIN BLACHES","38300","RUY","0975609248","0620205670","","4391A","81030877500016","1 เ 2","","GENIN CEDRIC","TRAVAUX DE CHARPENTE"
"GMV INDUSTRIE SARL","ZA CHARRAY","2 RUE BROSSES","38510","VEZERONCE CURTIN","0474803056","","","4391A","50300247900015","6 เ 9","construction@gmvindustrie.com","TENGO VALERIE","TRAVAUX DE CHARPENTE"
"GUILLAUD SARL","","355 RUE PETIT CULTY","38300","CRACHIER","0474931757","0680104132","","4391A","38475488300013","3 เ 5","sarlguillaud2@wanadoo.fr","GUILLAUD THIERRY","TRAVAUX DE CHARPENTE"
"GUILLET REVOL CHARPENTE","","LES EGAUX","38380","ST PIERRE DE CHARTREUSE","0476060811","0687051220","","4391A","43797718400013","1 เ 2","","GUILLET-REVOL LUC","TRAVAUX DE CHARPENTE"
"HENRIQUES TOITURES","ZA LOUZE","ROUTE NATIONALE 7","38550","AUBERIVES SUR VAREZE","0474849908","","","4391A","43831779400016","6 เ 9","contact@henriquestoitures.com","HENRIQUES FRANCISCO","TRAVAUX DE CHARPENTE"
"LAURENT GILBERT ET FILS","","2 CHEMIN DEBISSERE","38630","LES AVENIERES VEYRINS THUE","0474339088","","","4391A","43419968300013","3 เ 5","","LAURENT CYRIL","TRAVAUX DE CHARPENTE"
"LES 4 BRAS","","18 RUE TUILERIE","38170","SEYSSINET PARISET","0632716707","","","4391A","48265657600030","0","","VIVES BERTRAND","TRAVAUX DE CHARPENTE"
"LES TOITS RHONE ALPINS","","28 RUE MESANGES","38280","VILLETTE D'ANTHON","0426000483","0613687636","","4391A","82769227800019","Inconnu","lestoitsrhonealpins@gmail.com","GAY TRISTAN","TRAVAUX DE CHARPENTE"
"LESTRADE CHARPENTE","","31 CHEMIN MORGIER","38510","PASSINS","0664124492","","","4391A","84949428100017","Inconnu","","LESTRADE VINCENT","TRAVAUX DE CHARPENTE"
"LG CHARPENTE","","435 ROUTE CRX TOUTES AURES","38590","ST MICHEL DE ST GEOIRS","0476556560","0679612961","","4391A","79438417200019","1 เ 2","","LABARTINO GREGORY","TRAVAUX DE CHARPENTE"
"LHOMME ENTREPRISE CHARPENTE","","274 RUE MOULIN","38560","JARRIE","0476701342","0686451851","","4391A","42152278000020","1 เ 2","","LHOMME PATRICK","TRAVAUX DE CHARPENTE"
"LIAUD DENIS CHARPENTE EURL","","646 ALLEE JARDINS DE BUTTIT","38330","ST ISMIER","0476522185","","","4391A","41848007500021","0","","LIAUD DENIS","TRAVAUX DE CHARPENTE"
"LMV MARTIN VALLET ET FILS","","454 ROUTE TIVOLLIERE","38500","COUBLEVIE","0476052216","","","4391A","6750047000017","3 เ 5","sarl.lmv@wanadoo.fr","MARTIN-VALLET","TRAVAUX DE CHARPENTE"
"LOCATELLI CHARPENTE SARL","OPERATION COMMERCIALE","20 RUE GUSTAVE GUERRE","38450","VIF","0476725116","","0974448108","4391A","80924591300011","3 เ 5","","TREMOULET MARCEAU","TRAVAUX DE CHARPENTE"
"LOUP JEAN PHILIPPE","","1474 CHEMIN COIN","38490","ABRETS EN DAUPHINE (LES)","0683183372","","","4391A","44270927500014","1 เ 2","k.loup@club-internet.fr","LOUP JEAN","TRAVAUX DE CHARPENTE"
"LV CHARPENTE","","170 RUE JEAN MOULIN","38140","RENAGE","0671331277","","","4391A","85168208800014","Inconnu","","INCORVAIA VINCENT","TRAVAUX DE CHARPENTE"
"MANCA BRUNO SARL","","76 ROUTE ST GEORGES","38560","CHAMP SUR DRAC","0476688545","","0476687933","4391A","31833258200036","Inconnu","","COUX VINCENT","TRAVAUX DE CHARPENTE"
"MARAIS ET VINCENT","ZI DELA GRANDE IL","467 RUE DOCT MARMONNIER","38190","VILLARD BONNOT","0608249339","","","4391A","51539573900052","1 เ 2","","LEFEVRE YAN","TRAVAUX DE CHARPENTE"
"MARCHAND","","507 ROUTE VERNAY","38730","LE PIN","0476651243","","0476374721","4391A","49795120200025","0","","MARCHAND YVAN","TRAVAUX DE CHARPENTE"
"MARGUET 3M SARL","","105 ROUTE BRESSIEUX","38870","ST PIERRE DE BRESSIEUX","0474201824","0698101824","0474201812","4391A","45321745700010","6 เ 9","secretariat@marguet-3m.com","MARGUET THIERRY","TRAVAUX DE CHARPENTE"
"MG CHARPENTE COUVERTURE ZINGUERIE","","5330 IMPASSE SAPINS","38850","CHARAVINES","0476354783","","","4391A","84961984600017","0","","GALLAS MANUEL","TRAVAUX DE CHARPENTE"
"MOUSSIER PERE ET FILS","","QUAI BEAUREGARD","38350","LA MURE","0476811542","0670046917","","4391A","83142251400016","Inconnu","","MOUSSIER AURELIEN","TRAVAUX DE CHARPENTE"
"MS CHARPENTE","","2 IMPASSE CENTRALE","38230","CHARVIEU CHAVAGNEUX","0674331654","","","4391A","88318883100019","Inconnu","","SALGADO EMMANUEL","TRAVAUX DE CHARPENTE"
"NORD ISERE CHARPENTE","","32 RUE VILLENEUVE","38118","ST BAUDILLE DE LA TOUR","0675808094","","","4391A","49916819300039","1 เ 2","","MICHELI JEAN","TRAVAUX DE CHARPENTE"
"ORNON COUVERTURE","LE RIVIER","17 CHEMIN LIDE","38520","ORNON","0615470139","","","4391A","81029230000011","1 เ 2","info@ornon-couverture.com","HALLAIS ARNAUD","TRAVAUX DE CHARPENTE"
"PATRA SARL","","220 ROUTE BOURGOIN JALLIEU","38300","ST SAVIN","0618583086","","","4391A","32257782600017","3 เ 5","","PATRA MAXIME","TRAVAUX DE CHARPENTE"
"PITHON CHARPENTE","","317 IMPASSE CHENES","38480","ROMAGNIEU","0624648118","","","4391A","82934954700010","3 เ 5","","PITHON SYLVAIN","TRAVAUX DE CHARPENTE"
"POURCHER PIERRE","","7 ROUTE LOYETTES","38460","ST ROMAIN DE JALIONAS","0474909310","","0474908481","4391A","50006973700020","6 เ 9","","RIVAUX ANDREE","TRAVAUX DE CHARPENTE"
"PURETIK MBC","","32 RUE CUVILLEUX","38120","ST EGREVE","0786054743","","","4391A","48849273700033","0","","GRISON GREGORY","TRAVAUX DE CHARPENTE"
"RD TOITURE","","8 RUE TOUCHE","38220","NOTRE DAME DE MESAGE","0627195677","0627195677","","4391A","50766843200036","0","","ROGER DIMITRI","TRAVAUX DE CHARPENTE"
"REVERDY CHARPENTE","","ROUTE MOUTARET 33 AV LOUIS GERIN","38580","ALLEVARD","0476450845","","0476458265","4391A","35333177000027","6 เ 9","","REVERDY CHRISTOPHE","TRAVAUX DE CHARPENTE"
"ROBERT NICOLAS QUATRE CHARPENTE","","3 ZAC DEVAIS","38690","BIOL","0676563491","","","4391A","80247329800023","3 เ 5","","SIMON AUDREY","TRAVAUX DE CHARPENTE"
"SAINTEMARIE CHARPENTE","","159 CHEMIN CHAUMES","38690","COLOMBE","0615543530","","","4391A","52948952800016","3 เ 5","saintemariecharpente@orange.fr","SAINTEMARIE ARNAUD","TRAVAUX DE CHARPENTE"
"SARL BOVE PERE ET FILS","","CHATEL EN TRIEVES 722 CHALANNE","38710","CORDEAC","0476349439","","","4391A","48255772500017","1 เ 2","","LEHU JOSETTE","TRAVAUX DE CHARPENTE"
"SDCC STE DAUPHINOISE CHARPENTE COUVERTURE","","1 IMPASSE TANNERIES","38760","VARCES ALLIERES ET RISSET","0476728458","","0476728525","4391A","31999515500029","20 เ 49","","BOSCH DAVID","TRAVAUX DE CHARPENTE"
"SYNOP6","","1080 CHEMIN CROIX VERTE","38330","MONTBONNOT ST MARTIN","0760154383","","","4391A","53776581000024","0","","MANIN JULIEN","TRAVAUX DE CHARPENTE"
"TOIT & ZINC","","800 MONTEE SCEYX","38960","ST ETIENNE DE CROSSEY","0622461380","","","1623Z","75063594800011","0","","TOIT ET ZINC","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"TOIT ET BOIS : CHARPENTIER GRESIVAUDAN","","443 RUE LEO LAGRANGE","38920","CROLLES","0603300322","","","4391A","53832326200013","0","","PETTE STEPHANE","TRAVAUX DE CHARPENTE"
"TOITS PAR C Y","","3 PLACE MAIRIE","38230","TIGNIEU JAMEYZIEU","0661425711","","","4391A","80538959000011","Inconnu","","CLAUSTRE YANN","TRAVAUX DE CHARPENTE"
"TOITURES RUEL SARL","","ZA LA CRESSONNIERE","38210","TULLINS","0680484357","","","4391A","47871864600019","1 เ 2","","RUEL MICHEL","TRAVAUX DE CHARPENTE"
"TYM TOITURE","","3 ZA CARLAIRES","38650","MONESTIER DE CLERMONT","0632952244","","","4391A","49859407600024","Inconnu","","MORALES YANN","TRAVAUX DE CHARPENTE"
"UCHET CHARPENTE EURL","","59 ALLEE GRANIER","38530","CHAPAREILLAN","0647876469","","","4391A","83444640300018","Inconnu","","UCHET NICOLAS","TRAVAUX DE CHARPENTE"
"VIGIER SARL","","19 RUE JEAN MACE","38320","EYBENS","0476242016","","","4391A","47958254600012","1 เ 2","contact@sarlvigier.com","VIGIER THOMAS","TRAVAUX DE CHARPENTE"
"WOODSCOP BBC","","ZI CHARTREUSE GUIERS","38380","ENTRE DEUX GUIERS","0476312293","","","4391A","81052445400016","1 เ 2","","BARRAL BARON NICOLAS","TRAVAUX DE CHARPENTE"
"YVES CHESNEAU SARL","","470 ROUTE AMBALLON","38790","CHARANTONNAY","0474591894","","","4391A","40049680800033","6 เ 9","","VAUTRIN MARIE-JEANNE","TRAVAUX DE CHARPENTE"
"ARMAND MAURICE","","77 ROUTE NATIONALE","39380","SOUVANS","0384800346","","","4391A","49767126300034","Inconnu","","MAURICE ARMAND","TRAVAUX DE CHARPENTE"
"BASILE JOSEPH SAS","","21 CHEMIN VILLAGE","39210","LE PIN","0689097108","","","4391A","82444685000011","0","","BASILE GIUSEPPE","TRAVAUX DE CHARPENTE"
"BATI'CHARPENTE","","1320 AVENUE CHALON","39570","COURLANS","0384248246","","","4391A","53269580600036","Inconnu","baticharpente@hotmail.fr","BERNARD LUDOVIC","TRAVAUX DE CHARPENTE"
"BK COUVERTURE ZINGUERIE","","50 RUE CROIX TEPPE","39220","PREMANON","0631250297","","","4391A","8943932890001","Inconnu","","","TRAVAUX DE CHARPENTE"
"BMC","","16 AVENUE WLADIMIR GAGNEUR","39800","POLIGNY","0642820759","","","4391A","82770113700016","0","b.monmarche@yahoo.fr","MONMARCHE BAPTISTE","TRAVAUX DE CHARPENTE"
"BORNIER CLEMENT","","24 RUE SIMONE MICHEL LEVY","39120","CHAUSSIN","0645920725","","","4391A","81798299400029","1 เ 2","","BORNIER CLEMENT","TRAVAUX DE CHARPENTE"
"C B TOITURES","","RUE CENTRE","39800","BERSAILLIN","0384443217","","","4391A","47882226500011","1 เ 2","","BOISSON DAMIEN","TRAVAUX DE CHARPENTE"
"CHARPENTE DES HAUT BOIS","","LIEU DIT TRES LE MUR VALFIN","39200","ST CLAUDE","0626437738","","","1623Z","52751315400015","1 เ 2","","ZANHO LAURENT","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"ETABLISSEMENTS CHEVALIER GIROD","","303 RUE FACONNIERS","39220","LES ROUSSES","0384600722","","","4391A","30820835400024","10 เ 19","","CHEVALIER-GIROD LUCAS","TRAVAUX DE CHARPENTE"
"G VADROT CHARPENTE COUVERTURE","","15 RUE ROCHETTES","39570","VERGES","0682167066","","","4391A","82478492000012","0","","VADROT GUILLAUME","TRAVAUX DE CHARPENTE"
"GAUTHIER SARL","","ROUTE BEAUFORT","39270","AUGISEY","0384445151","","","4391A","34529036500013","6 เ 9","sarl.gauthier@wanadoo.fr","GAUTHIER CHRISTOPHE","TRAVAUX DE CHARPENTE"
"GAUTHRON SARL","","LOTISSEMENT LES BOURGUIGNONS 7 R PAULE","39100","BREVANS","0384821872","0669012532","","1623Z","50861089600013","0","","BAUDIER LAURENCE","FABRICATION DE CHARPENTES ET D'AUTRES MENUISERIES"
"GUY JEAN","","42 LIEU DIT BOURG DERRIERE","39150","FORT DU PLASNE","0384602199","","","4391A","79333972200019","6 เ 9","","GUY ALEXANDRE","TRAVAUX DE CHARPENTE"
"HAUT JURA TAVAILLONS","","LA PETITE JOUX LE MANON","39310","SEPTMONCEL","0681105022","","","4391A","81069762300017","0","","GAUTHERET LOIC","TRAVAUX DE CHARPENTE"
"JOBEZ MICKAEL","","19 RUE LA BRESSE","39140","NANCE","0622618023","","","4391A","49898881500011","1 เ 2","mickael.jobez@sfr.fr","JOBEZ MICKAEL","TRAVAUX DE CHARPENTE"
"JOUHAM CHARPENTE MENUISERIE SAS","","3 RUE COTETTE","39300","MONTROND","0384511487","","","4391A","79105409100016","6 เ 9","","JOUHAM FELICIEN","TRAVAUX DE CHARPENTE"
"JULLIEN CLAUDE","BOUTAVENT","RUE PRINCIPALE","39240","VESCLES","0384484309","","","4391A","38040745200016","1 เ 2","claude.jullien@nordnet.fr","JULLIEN CLAUDE","TRAVAUX DE CHARPENTE"
"JURAPENTE EURL","","14 RUE MOULIN FETIGNY","39240","ARINTHOD","0642823241","","","4391A","81953268000017","0","patrick.rumpler@orange.fr","RUMPLER PATRICK","TRAVAUX DE CHARPENTE"
"LES CHARPENTIERS REUNIS","ZONE DES ESSARTS","ROUTE CRAMANS","39330","MOUCHARD","0384378969","0674377582","","4391A","37909578900028","3 เ 5","contact@les-charpentiers-reunis.com","ROY HENRI","TRAVAUX DE CHARPENTE"
"MENUISERIE CHARPENTE HENRIET","","RUE FRANCOIS ARAGO","39800","POLIGNY","0384377449","0683490334","","4391A","50022472000010","6 เ 9","contact@charpente-henriet.fr","HENRIET PIERRE-YVES","TRAVAUX DE CHARPENTE"
"RENDU STEPHANE","A41","1 RUE TRIOLET","39310","LAJOUX","0384412251","0683582558","","4391A","42318885300034","0","","RENDU STEPHANE","TRAVAUX DE CHARPENTE"
"ROY ET FILS SARL","","18 Bis ROUTE SERGENAUX","39230","RYE","0384486262","","","4391A","39454014000016","6 เ 9","contact@charpente-maconnerie-roy.com","ROY SEBASTIEN","TRAVAUX DE CHARPENTE"
"SARL S FEBVRE","","7 RUE VALLIERE","39140","BLETTERANS","0681482215","","","4391A","50336974600014","1 เ 2","sebastien.febvre@wanadoo.fr","FEBVRE SEBASTIEN","TRAVAUX DE CHARPENTE"
"SOCIETE NOUVELLE PUGET SN PUGET","","RUE COSTES ET BELLONTE","39100","DOLE","0384725483","","","4391A","82175649100014","6 เ 9","","VILLET ALEXANDRE","TRAVAUX DE CHARPENTE"
"ST COUVERTURE","","10 RUE CENTRE","39500","ABERGEMENT LA RONCE","0689957162","","","4391A","82497461200015","0","","SATORI SANDY","TRAVAUX DE CHARPENTE"
"TECHNIBOIS MARECHAL JEROME","","40 GRANDE RUE","39600","CRAMANS","0384376718","0664943448","","4391A","50405432100014","0","","MARECHAL JEROME","TRAVAUX DE CHARPENTE"
"TRAVAILLOT SAS","","216 RUE LAVOISIER","39300","CHAMPAGNOLE","0384521866","","0384526275","4391A","32653416100012","10 เ 19","","DE OLIVEIRA MARIE-LOUISE","TRAVAUX DE CHARPENTE"
"VERNIER CONSTRUCTION BOIS","","5 RUE MOULIN","39700","FALLETANS","0761540440","","","4391A","53123615600018","20 เ 49","pa.vacheret@gmail.com","CHAVERIAT CHRISTOPHE","TRAVAUX DE CHARPENTE"
