"Nom","Adresse 1","Adresse 2","Code postal","Ville","Téléphone 1","Téléphone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activité"
"MID MAINTENANCE INFORMATIQUE A DOMICILE","","11 RUE GARE","71390","SAULES","0385440782","","","3312Z","49485897000010","0","","VITTEAUT JEAN-CLAUDE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MES MAINTENANCE ELECTROTECH SERVICES","LA","ROUTE 26BIS R LOUIS VICTOR DORTEE","77220","FAVIERES","0164163039","","","3312Z","51391255000011","0","","BORG DANIEL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ASSIST DEPANNAGE MAINTENAN","","1 CHEMIN MOUSSOULARS","81800","COUFOULEUX","0789086379","","","3312Z","81811414200016","0","","HYORDEY JEAN-CHARLES","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SA3I","BAT F","37 RUE HELENE MULLER","94320","THIAIS","0157021700","","","3314Z","39927224400100","Inconnu","","RENAUD AYMERIC","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"SOURCEHOV","","1 RUE MARE BLANCHE","77186","NOISIEL","0164762000","","","3312Z","34245970800174","50 à 99","","WIRTH PASCAL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ELERIS","","25 Bis ROUTE COMBE DU CORMIER","16600","MORNAC","0633706241","0633706241","","3314Z","81387068000010","1 à 2","","BOTTIN PHILIPPE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"7 TRONIC","","29 RUE ST BLAISE","72300","SABLE SUR SARTHE","0243551363","","","3313Z","50740326900016","0","","NOUET JACQUES","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"MEKA NAUTIQUE","","7 LOTISSEMENT KERANROCH","29241","LOCQUIREC","0632598397","","","3312Z","84050222300018","Inconnu","meka.nautique@gmail.com","BENABIDA KARIM","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"TROTT'IN OISE","","40 RUE CROIX NOIRE","60150","MONTMACQ","0686943260","","","3312Z","88951839500013","Inconnu","","COUYRAS VINCENT","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"LE BEUDOT","","3 IMPASSE CERISIERS","07340","CHARNAS","0475341692","","","3312Z","80020117000019","Inconnu","","DUCELLIER MICHAEL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MSTEM","","3 FORNAISE","07340","CHARNAS","0672560619","","","3312Z","5181020580001","Inconnu","","","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SP MULTISERVICES","","175 ROUTE GLACIERE","16200","NERCILLAC","0648481815","","","3312Z","48370223900029","Inconnu","","PIHOREL STEPHANE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"C2M CORSE MAINTENANCE MEDICALE","","44 AVENUE NOEL FRANCHINI","20090","AJACCIO","0495100067","","0495221021","3313Z","43194219200045","3 à 5","","RAVIER ALEXIS","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"SESE GERALD","","25 CHEMIN CAROUGNEYRE","33590","GRAYAN ET L'HOPITAL","0614318890","","","3312Z","80539120800016","0","","SESE GERALD","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"REPAR' A DOM 37","","2 RUE GEN DE GAULLE","37110","AUTRECHE","0622303068","0622303068","","3312Z","83313213700013","Inconnu","","VERWAERDE LOIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"DEPAN'OM","","775 CHEMIN GRANDE PIECE","38110","LA BATIE MONTGASCON","0678354341","","","3312Z","82926471200011","1 à 2","","BRAHIMI ISMAEL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BONNEFOY ROLAND","","AVENUE CLAUDE BERNARD","43800","VOREY","0471037164","","","3312Z","51346792800018","Inconnu","","BONNEFOY ROLAND","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"AR MULTISERVICES","","RUE BAYENCOURT","60490","RESSONS SUR MATZ","0749278789","","","3312Z","87942190700012","Inconnu","","RISTOW ANTHONY","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"AEL SERVICES 61","","MOULIN DE COMBEAU","61400","CORBON","0638573789","","","3312Z","79064363900012","Inconnu","","LEPOUREAU ERIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"DIDELEC MULTISERVICES","","18 ALLEE ARAGO","62230","OUTREAU","0641584416","","","3314Z","80473543900015","Inconnu","","BEZOTEAUX DIDIER","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"LONGECHAMP ERIC","","RUE MONTOUYOL","63120","COURPIERE","0473512817","","","3312Z","52909739600012","Inconnu","","LONGECHAMP ERIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MOTOCULTURE MAZIOUX","","2 RUE PIERRE DE COUBERTIN","63190","LEZOUX","0463223713","","","3312Z","52192261700035","0","","MAZIOUX FABRICE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"GIGAULT DE CRISENOY GILLES","","14 RUE PIERRE RIBERON","69290","ST GENIS LES OLLIERES","0672798402","","","3312Z","38941876500027","0","","GIGAULT DE CRISENOY GILLES","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"LA P'TITE BRICOLE","","5 RUE RUOTTE","70120","LA ROCHE MOREY","0384910882","","","3312Z","83189822600012","0","","CANEY MARCEAU","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"DEVISI PASCAL","","LES GRASSETS","73110","LA TRINITE","0479859636","","","3312Z","53127723400013","0","","DEVISI PASCAL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"CLOCHARD XAVIER","BREUIL","CHAUSSEE ROCHE GRATON","79300","BREUIL CHAUSSEE","0549742367","","","3312Z","51471418700010","Inconnu","","CLOCHARD XAVIER","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"JUNAL CHRISTOPHE","","27 LOTISSEMENT BUON AIGO","83120","PLAN DE LA TOUR","0668958943","","","3312Z","52868481400015","0","540757@lmedfoot.fr","JUNAL CHRISTOPHE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ABRM","","10 ROUTE AVENSAN","33480","CASTELNAU DE MEDOC","0556583524","","0556587290","3314Z","43486487200024","3 à 5","","LASGORCEIX BERNARD","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"HILAIRE STE","","7 RUE LILAS","38400","ST MARTIN D'HERES","0476424796","","","3314Z","32869527500011","3 à 5","","SAVIO JEAN-PIERRE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"GIRAUD BOBINAGES ELECTRIQUES","","8 ROUTE ST ETIENNE","42110","FEURS","0477264430","","","3314Z","40355716800016","1 à 2","","GIRAUD FABIEN","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"SEEM","","30 RUE LOUIS BLERIOT","63100","CLERMONT FERRAND","0970820263","","0473927298","3314Z","43354822900023","6 à 9","seem.distribution1@luvica.fr","CARDOT VINCENT","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"MEI SERVICES","","184 ROUTE BEAUGE","72700","ROUILLON","0243399120","","0243470798","3314Z","45380929500018","10 à 19","","","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"BIC","","2 RUE ARSONVAL","86100","CHATELLERAULT","0549232193","","","3314Z","85017782500013","Inconnu","","","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"AEP PARIS IDF","","17 CHEMIN BOEUFS","95540","MERY SUR OISE","0134401332","","","3312Z","53748761300052","Inconnu","contact@aep-tech.fr","SEGUENI KARIM","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"AGOSTONI MOULES","","7 Bis RUE LEVA","01100","OYONNAX","0474773595","","","3312Z","34291936200026","1 à 2","","AGOSTONI ERIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"JBM","OUEST 2 VEYZIAT","ROUTE VEYZIAT","01100","OYONNAX","0474769352","","","3312Z","39874116500037","1 à 2","jbm2@wanadoo.fr","JACQUET GILLES","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ROBIN JANODET SARL","","ZONE D'ACTIVITE MACON EST","01750","REPLONGES","0385311671","","0385311742","3312Z","43752788000029","10 à 19","","","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BERJOT JOEL","","5 RUE BAUDIERE","02310","DOMPTIN","0323704828","","","3312Z","45253559400017","0","","BERJOT JOEL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"PARVEAU JEAN PIERRE","ZI CANA","24 RUE FRANCOIS LABROUSSE","19100","BRIVE LA GAILLARDE","0555877770","","","3312Z","32557158600016","0","anvar2005@list.ru","PARVEAU JEAN-PIERRE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MALARD PATRICK","ZA","QUARTIER ARNAVES","30190","ST GENIES DE MALGOIRES","0466816065","","","3312Z","33910957100028","0","","MALARD PATRICK","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BOUTIN YANNICK","","3 AVENUE CAMELIAS","44270","MACHECOUL SAINT MEME","0686355694","","","3312Z","41488624200018","Inconnu","","BOUTIN YANNICK","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SOULIES PATRICK","","ZI JEAN MALEZE","47240","BON ENCONTRE","0553961381","","0553687363","3312Z","48081792300018","1 à 2","","SOULIES PATRICK","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MECALEX","","ROUTE CHATILLON","58290","MOULINS ENGILBERT","0386842459","","","3312Z","88879160500015","Inconnu","","CHEMIN ALEXIS","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"XMS","","ROUTE VENTA BERROUET","64310","SARE","0559261517","","","3312Z","90203349700014","Inconnu","","GOROSURRETA SEBASTIEN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"DECO GRAV","","25 RUE FRANCIS DE PRESSENSE","69100","VILLEURBANNE","0478896883","","","3312Z","32514039000015","0","","VIEUX CHRISTIAN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MPOM MECANIQUE DE PRECISION OUTILLAGE MOULE","","8 AVENUE INDUSTRIE","77510","REBAIS","0164654847","","0164654686","3312Z","41992909600016","0","","RABINNE MICHEL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"CLIM CENTER2B","BATIMENT","1 RESIDENCE SITELLES","20600","BASTIA","0624330748","","","3312Z","51239433900018","0","","LAKNIZI EL HOUSSAIN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SEVI","","ROUTE CARBUCCIA","20133","CARBUCCIA","0626093877","","","3312Z","80212140000013","Inconnu","","HERISSON PATRICK","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"CLIMSOL DURABLE","","9 CHEMIN GLACIS TALANT","21240","TALANT","0652974219","","","3312Z","75170565800019","1 à 2","","JOUVE ISABELLE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BREIZH THERMIE","","KERDALAES","29860","BOURG BLANC","0298363100","","","3312Z","53411118200026","0","","GUIAVARC H LUDOVIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"TECH'MAP","ZA DU CARPONT","135 RUE REICHSTETT","29850","GOUESNOU","0298378240","","0298378431","3312Z","40249268000077","6 à 9","","","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"THERMISERVE","ZA NONGRENIERES","ZAC","37360","NEUILLE PONT PIERRE","0247248444","","","3312Z","53517249800011","0","","MARC JEROME","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"CLIM'AIR ENERGIE","","100 CHEMIN JACONNE","38670","CHASSE SUR RHONE","0478963868","","","3312Z","51334670000026","6 à 9","contact@climairenergie.fr","","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"EVADYS","","9 RUE STANISLAS BAUDRY","44116","VIEILLEVIGNE","0820203406","","0251113239","3312Z","42972990800021","10 à 19","service.technique@evadys.fr","BERARD SERGE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MF FROID ET CLIMATISATION","","72 AVENUE PAUL DOUTREAUX","62640","MONTIGNY EN GOHELLE","0668980154","","","3312Z","52417025500011","1 à 2","","DUC FABRICE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SOCIETE DE REFRIGERATION EUROPEENNE","","4 RUE CHANVRIERE","67390","SAASENHEIM","0363820016","","","3312Z","84387891900011","Inconnu","","EGLOFF STEPHANE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BP MAINTENANCE","","287 ROUTE LACHASSAGNE","69480","POMMIERS","0427492890","","","3312Z","81051743300035","0","","BROALY PIERRE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SEDEPAC","","23 Bis RUE FRANCOIS MITTERRAND","95430","AUVERS SUR OISE","0676453589","","","3312Z","79860619000014","1 à 2","","SAUMIER ANTOINE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ADPS AUTOMATISMES DOMOTIQUE PROT SERVICES","","LIEU DIT RIEUBLANC","47200","FOURQUES SUR GARONNE","0971560151","0681413171","","3314Z","84313477600015","Inconnu","","DUPIN JEAN-MARIE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"BFA BRETAGNE FERMETURE AUTOMATIQUE","","ZONE D'ACTIVITE DE RESTAVY","56240","PLOUAY","0601774580","","","3312Z","52500557500028","0","","LAFOSSE JEAN-CHRISTOPHE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SP AUTOMATISATION SAS","","29 RUE GEORGES CLEMENCEAU","57130","ARS SUR MOSELLE","0387711201","","","3312Z","83192660500021","Inconnu","","PEYRARD SEBASTIEN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"JD VOLETS SARL","","ESQUERCHIN","59553","ESQUERCHIN","0379493095","0610336323","","3314Z","79826441200031","Inconnu","","DUPREYS JEROME","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"KOENIG AUTOMATISME","","99 RUE REPUBLIQUE","67800","HOENHEIM","0388227681","0784581616","","3314Z","53809433500030","Inconnu","","KOENIG STEVE","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"R V S","","17 ALLEE ACACIAS","80800","VECQUEMONT","0661095689","","","3312Z","82284297700016","0","","SPICER JEAN-PASCAL","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"RENOVATION MAINTENANCE ASCENSEURS RMA","","2 RUE JEAN JAURES","95240","CORMEILLES EN PARISIS","0139785138","","","3312Z","49160587900023","Inconnu","","DOS SANTOS FREITAS JORGE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"COMMUNAUTE D' AGGLOMERATION DU GRAND RODEZ","","CHEMIN AUTERNE","12000","RODEZ","0565734010","","","3312Z","85580182500677","200 à 249","rodezagglomeration@rodezagglo.fr","LOHEAC HERVE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ESBC","","354 RUE NATIONALE","41250","MONT PRES CHAMBORD","0254708344","","0254708274","3312Z","50242150600036","10 à 19","contact@esbc.me","BOUTARD STEPHANE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"COPAS MPA","","700 RUE ANDRE MALRAUX","07500","GUILHERAND","0475445555","","","3312Z","33113905500072","3 à 5","","LABROSSE PIERRE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ACCE","","43 AVENUE MOULIERO","13770","VENELLES","0442384604","","","3314Z","79294010800022","Inconnu","","CHAZE ERIC","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"SHAMASNA JOSEPH YANN","","5 BOULEVARD CAMILLE FLAMMARION","13001","MARSEILLE","0664773624","","","3312Z","53784303900018","0","","SHAMASNA JOSEPH-YANN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BAYLE CHRISTIAN","","65 RUE BASTE","33230","COUTRAS","0557694977","0608310185","","3312Z","42341571000015","1 à 2","","BAYLE CHRISTIAN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"MSL FRANCE","","19 AVENUE NOYERS","38300","DOMARIN","0650814276","","","3312Z","81064628100016","1 à 2","info@mslfrance.eu","MATTEUCCI SANDRO","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"LE FROID DU LITTORAL ATLANTIQUE","","LA RIVIERE","44650","TOUVOIS","0685328430","","","3312Z","52917166200016","1 à 2","lefroidulittoralatlantique@orange.fr","BOUGEANT JEAN-CLAUDE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BRAMME GERARD","","26 RUE HARDINIERE","59242","TEMPLEUVE","0362640212","","0957292399","3312Z","49340190500010","1 à 2","","BRAMME GERARD","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"NORD DEPOUSSIERAGE","","2 RUE VERMELLES","62410","HULLUCH","0321405039","","","3312Z","34880945000201","10 à 19","","UZUN ADNAN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ATELIER D'ELECTROTECHNIQUE ATEL","","1 RUE ROGER SALENGRO","66380","PIA","0468630910","","0468635662","3312Z","38013802400019","10 à 19","","DEFRANCE FRANCOIS","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"TECHNOMAT","","5 RUE AVENIR","69740","GENAS","0472668191","","","3312Z","50511652500039","3 à 5","","COHEN LAURENT","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"THTM REFRIGERATION","","11 RUE BRIE","78310","MAUREPAS","0618650835","","","3312Z","80880281300010","1 à 2","","EL MORHDER YOUSSEF","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SARL SABLON","","12 Bis RUE GOVES","80150","GUESCHART","0322292112","","0322292706","3312Z","38184963700024","6 à 9","","RINGARD AIME","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"CLIM CONCEPT","","6 RUE RENE CASSIN","91300","MASSY","0160490175","","","3312Z","34742843500056","1 à 2","","","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SAPRATIN TECHNOLOGIES","","73 AVENUE GROS CHENE","95610","ERAGNY","0182310430","","0134425643","3312Z","38101483600088","50 à 99","","BRIERE ARNAUD","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"SYSTEMES CLIMATIQUES SERVICE","","4 AVENUE ALSACE LORRAINE","95310","ST OUEN L'AUMONE","0130302330","","0130321740","3312Z","38116704800051","20 à 49","contact@scs-se.com","EL ASLI ABDELAZIZ","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"BOTON SAMUEL LIMITED","","6 IMPASSE LA FONTAINE","22200","GRACES","0296406394","0645285593","","3312Z","80774276200022","1 à 2","","BOTON SAMUEL LIMITED","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"NORMANET SARL","","5 RUE CAPELLE","62280","ST MARTIN BOULOGNE","0321990977","","","3314Z","3338926020005","10 à 19","jph@socoldis.fr","","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"BOREAL HYGIENE","","5 RUE VICTOIRE","93150","LE BLANC MESNIL","0149893050","","0149893059","3312Z","48437013500044","10 à 19","","LEYSSENS ALBAN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"STRAP","","IMPASSE JULES COURDAVAULT","17560","BOURCEFRANC LE CHAPUS","0546854859","","0546850057","3314Z","41504415500042","0","","BLOND ERIC","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"GE MEDICAL SYSTEMS","","14 Bis RUE PIERRE DE COUBERTIN","21000","DIJON","0380631793","","0380631798","3313Z","31501335900783","10 à 19","","PROCACCINI JEAN-LUC","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"SUD RADIOLOGIE","ZAC ACTIPARC","2 RUE CLAUDE BORDAS","30230","BOUILLARGUES","0466623334","","0466623338","3313Z","35402709600065","Inconnu","","LAURANS PASCAL","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"DANFERR","","LD HOUQUE","31310","MONTESQUIEU VOLVESTRE","0561980410","0607460284","0561903188","3312Z","42344927100018","0","","FERRAND PATRICK","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"GE MEDICAL SYSTEMS","","320 Bis RUE HENRY POTEZ","37210","PARCAY MESLAY","0247427174","","0247427177","3313Z","31501335901294","0","","PROCACCINI JEAN-LUC","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"MEDITECH","","6 RUE GEN MOCQUERY","37550","ST AVERTIN","0247277542","","0247278204","3313Z","34940913600026","6 à 9","","MARTIN STEPHANE","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"ALIATEC","","95 IMPASSE AYES","38300","MEYRIE","","","0474190647","3313Z","44915012700024","1 à 2","","CHAUMONT CHRISTOPHE","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"GLOBAL MAINTENANCES SERVICES SARL","","7 AVENUE GUSTAVE EIFFEL","44810","HERIC","0240475715","0661899270","","3313Z","80081298400014","1 à 2","","GAUTIER DAVID","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"GE MEDICAL SYSTEMS","","4 ALLEE VINCENNES","54500","VANDOEUVRE LES NANCY","0383594704","","0383594703","3313Z","31501335900700","20 à 49","","PROCACCINI JEAN-LUC","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"GE MEDICAL SYSTEMS CGR","","72 RUE SUREAUX","59262","SAINGHIN EN MELANTOIS","0320625777","","","3313Z","31501335901252","20 à 49","","PROCACCINI JEAN-LUC","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"PIXRAY IMAGERIE","","590 RUE EMILE D'HERBOMEZ","59870","TILLOY LEZ MARCHIENNES","0608307522","","","3313Z","40157829900026","1 à 2","","VAN CLEEMPUT MARC","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"GE MEDICAL SYSTEMS","","9 RUE DURANCE","67100","STRASBOURG","0388401920","","0388400179","3313Z","31501335901229","10 à 19","","PROCACCINI JEAN-LUC","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"COLUSSI ICOS","","113 ROUTE CHARPENAY","69210","LENTILLY","0474018631","","","3313Z","42458718600026","10 à 19","","","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"PROFIBRE SARL","","4 RUE THIZY","69170","TARARE","0474101909","","","3313Z","48057653700033","3 à 5","","LAURENT SEBASTIEN","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"BIOMESNIL MEDICAL","","13 RUE CAMILLE ST SAENS","76290","MONTIVILLIERS","0826952952","","","3313Z","34929062700059","20 à 49","","","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"GE MEDICAL SYSTEMS","","AVENUE HAUTS GRIGNEUX","76420","BIHOREL","0235592400","","","3313Z","31501335901112","20 à 49","","PROCACCINI JEAN-LUC","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"STERLINE","","2 ROUTE DEPARTEMENTALE 940","76930","OCTEVILLE SUR MER","0235544989","","","3313Z","41499425100018","Inconnu","","STERLINE SA","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"GE MEDICAL SYSTEMS SCS","","24 AVENUE EUROPE","78140","VELIZY VILLACOUBLAY","0134495000","","0134495001","3313Z","31501335901161","250 à 499","","PROCACCINI JEAN-LUC","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"CHARDINY THIBAUD","ZAC LES PLAYES J MONET NORD","397 CHEMIN FARLEDE","83500","LA SEYNE SUR MER","0494259971","","0494328857","3313Z","31148182400044","1 à 2","thibaud.chardiny@wanadoo.fr","CHARDINY THIBAUD","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"BIOMESNIL MEDICAL","","7 CHEMIN VAUBESNARD","91410","DOURDAN","0821821800","","","3314Z","34929062700042","1 à 2","","","REPARATION D'EQUIPEMENTS ELECTRIQUES"
"DIGIT'X IMAGERIE SARL","","63 Bis RUE GENIE","94400","VITRY SUR SEINE","0149589192","","","3313Z","39327885800013","1 à 2","","WEISSE BRUNO","REPARATION DE MATERIELS ELECTRONIQUES ET OPTIQUES"
"THOMAS DAMIEN","TANCOIGNE","1 RUE AIREAU","49310","LYS HAUT LAYON","0241596856","","","3312Z","44990693200016","1 à 2","","THOMAS DAMIEN","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"TURCO BLANC MAINTENANCE ET SERVICE","LE SORBIER","50 ROUTE BOURG","01400","NEUVILLE LES DAMES","0687918550","","","3312Z","53343025200023","1 à 2","","BLANC AMANDINE","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"ALLIER FROID CLIM","","26 BOUTERESSE","03500","SAULCET","0470452502","","0470452576","3312Z","44359618400038","6 à 9","","FORAY BRUNO","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
"CFC PRO CUISINE FROID CLIM PROFESSIONNEL","","18 RUE GENDARMERIE","03110","ESCUROLLES","0698233811","","","3312Z","52054985800030","1 à 2","loic.gaucheron@neuf.fr","GAUCHERON LOIC","REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES"
