"Nom","Adresse 1","Adresse 2","Code postal","Ville","Téléphone 1","Téléphone 2","Fax","NAF","SIRET","Effectif","Email","Responsable","Activité","Activité","Activité","Activité","Activité"
"ACTION ASSURANCES CABINET HERAIL ASSURANCES","","59 AVENUE JEAN MOULIN","34500","BEZIERS","0467763625","","0467623443","6622Z","81212675300019","1 à 2","","ROUSSET RODOLPHE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","SOCIETES D'ASSURANCES",""
"ACTION ASSURANCES CABINET HERAIL ASSURANCES","","41 BOULEVARD ROGER AUDOUX","34350","VALRAS PLAGE","0467621274","","0467622287","6622Z","48022648900031","1 à 2","","ROTMAN HERVE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","SOCIETES D'ASSURANCES",""
"AGENCE LAPORTE JACQUES","","21 RUE SOLFERINO","34500","BEZIERS","0467365636","","","6622Z","34389143800016","1 à 2","","LAPORTE JACQUES","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AIMES ASSURANCES","","39 RUE REPUBLIQUE","34600","BEDARIEUX","0467950182","","0467950426","6622Z","34824189400024","1 à 2","m.aimes@areas-agence.fr","AIMES MICHEL","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"AIMES ASSURANCES","BAT 1","54 AVENUE PIERRE VERDIER","34500","BEZIERS","0467397706","","0467261605","6622Z","81498239300013","3 à 5","","S P M G ABR ASSURANCES","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ALLIANZ JEUNE LAURENT AGENT GENERAL","","12 AVENUE MONTPELLIER","34140","MEZE","0467741465","","0467351000","6622Z","4120312540002","1 à 2","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"ALLIANZ RODOLPHE ROUSSET","","77 RUE EDOUARD MANET","34500","BEZIERS","0467303167","","","6622Z","81212675300019","1 à 2","rousset.beziers@allianz.fr","ROUSSET RODOLPHE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES","MUTUELLES D'ENTREPRISES","SOCIETES D'ASSURANCES"
"ASSURANCE SINGULIERE","","2 RUE HONORE EUZET","34200","SETE","0467432640","","","6622Z","87945105200010","Inconnu","","GERE PIERRE-FRANCOIS","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ASSURIDIS","","56 RUE EURYDICE","34070","MONTPELLIER","0486687687","","","6622Z","48931860000017","0","","DOOLAEGHE THIERRY","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AVIVA ABR AGHILONE REDARES PLANQUART AGENT","61 BLD DE STRASBOURG","61 ALLEE KLEBER","34000","MONTPELLIER","0467646021","","","6622Z","81498239300013","3 à 5","abr@aviva-assurances.com","S P M G ABR ASSURANCES","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES","MUTUELLES D'ENTREPRISES","SOCIETES D'ASSURANCES"
"AVIVA ASSURANCES","","20 AVENUE MAR FOCH","34800","CLERMONT L'HERAULT","0467889071","","0467889074","6622Z","44430234300025","3 à 5","","BROC DOMINIQUE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"AVIVA ASSURANCES","","6 RUE GABRIEL PERI","34200","SETE","0467743752","","0467741852","6622Z","50065010600031","0","deredon-rey@aviva-assurances.com","REY FABIEN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AVIVA ASSURANCES ROTMAN HERVE AGENT GEN","","1280 AVENUE PLATANES","34970","LATTES","0467202300","","","6622Z","48022648900049","1 à 2","","ROTMAN HERVE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"AXA ASSURANCES","CCAL BONAVAL","48 RUE GERRY ROUFS","34500","BEZIERS","0467093196","","","6622Z","44294576200031","0","","LEBLOIS ANTOINE","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA MATTIUSSI AGENTS GENERAUX","BAT F LE NOUVEAU PALACE","797 AVENUE MARCHE GARE","34070","MONTPELLIER","0467552552","","0467861104","","0","","","","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"BERNARD CAVALLONI ALLIANZ ASSURANCES","","345 ROUTE NIMES","34170","CASTELNAU LE LEZ","0467420088","","0467420111","6622Z","44941613000010","0","","SCHNEIDER PHILIPPE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES","MUTUELLES D'ENTREPRISES"
"CABINET CHELON LAVIGNE","","241 AVENUE POMPIGNANE","34000","MONTPELLIER","0467107425","0483581565","0467107426","6622Z","79310725100019","1 à 2","","CHELON MYRIAM","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES","MUTUELLES D'ENTREPRISES","SOCIETES D'ASSURANCES"
"CABINET SCHNEIDER SARL","","10 BOULEVARD LIBERTE","34700","LODEVE","0467440031","","","6622Z","43013106000021","0","","SCHNEIDER PHILIPPE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"CABINET SCHNEIDER SARL","","16 COURS GAMBETTA","34000","MONTPELLIER","0467929900","","","6622Z","44941613000010","0","","SCHNEIDER PHILIPPE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"CLOUT PHILIPPE","","9 RUE PAUL VALERY","34200","SETE","0467746460","","0467746721","6622Z","34181237800022","1 à 2","sete-dauphin@gan.fr","CLOUT PHILIPPE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"DE NITTO JEROME ET ROUSTIT ERIC","","21 RUE PIERRE AUGUSTE MASSALOUP","34140","MEZE","0467438073","","0467238031","6622Z","50379623700017","1 à 2","guedes-de-nitto@aviva-assurances.com","GUIRAUD JULIAN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"DURAND CAROLE COURTAGE ASSURANCES CEVENOLES","","4 AVENUE JEU DE BALLON","34190","GANGES","0467738434","0782166770","","6622Z","43415243500013","1 à 2","","DURAND CAROLE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"GAN ASSURANCES BBLC AGENT GENERAL","","83 BOULEVARD CAMILLE BLANC","34200","SETE","0467466620","","0467443731","6622Z","33779299800029","0","info@bblc.fr","MALCHIRANT JACQUES","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","COURTIERS FINANCIERS","MUTUELLES D'ASSURANCES"
"GAN ASSURANCES CALFOND FREDERIC AGENT GEN","","5 RUE RONDELET","34000","MONTPELLIER","0467927322","0630346733","0467922524","6622Z","34207712000034","3 à 5","","CALFOND FREDERIC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES","SOCIETES D'ASSURANCES"
"GAN ASSURANCES GANGES","IMM LE CONSULT","10 AVENUE VIGAN","34190","GANGES","0467739448","","","6622Z","52308956300028","1 à 2","","ALLINGRY LAURENT","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES","SOCIETES D'ASSURANCES"
"JBU ASSURANCES","","35 ALLEE PAUL RIQUET","34500","BEZIERS","0467092355","","0467303990","  662","45141205000028","0","","J MARIE GOULESQUE J CHRISTOPHE BERGER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"MMA KEVIN FAYMONVILLE PROST COURTIER D'ASSURAN","","1540 AVENUE POMPIGNANE","34000","MONTPELLIER","0467660488","","","6622Z","52479386600020","0","","ALBEZA ERIC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"MMA TEREM AGENT GENERAL","","5 BOULEVARD GAMBETTA","34800","CLERMONT L'HERAULT","0467960064","","0467963884","","0","","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"MMA TEREM AGENT GENERAL","","5 RUE MISTRAL","34970","LATTES","0467655131","0467565554","","6622Z","81521937300025","Inconnu","","BRODIEZ HUGUES","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"NATIONAL SUD SANTE","","429 RUE INDUSTRIE","34070","MONTPELLIER","0467062073","","","6622Z","48997411300016","0","contact@nationalsudsante.com","PARENTEAU SYLVAIN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES","MUTUELLES ETUDIANTES"
"OPEN ASSURANCE","","21 AVENUE GEORGES CLEMENCEAU","34500","BEZIERS","0952400017","","0467107503","6622Z","45026884200033","6 à 9","","DE ROBERT DE LAFREGEYRE ANTOINE","AGENTS GENERAUX D'ASSURANCES","DEMARCHES ADMINISTRATIVES (PRESTATAIRES)","COURTIERS D'ASSURANCES","PREFECTURES, SOUS-PREFECTURES",""
"PRIMASSURANCES","","54 RUE FAUBOURG DU COURREAU","34000","MONTPELLIER","0467340010","","0467340011","6622Z","41528349800053","0","","CHELGHOUM RABAH","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"SAGESSE ASSURANCES","","51 AVENUE GEORGES CLEMENCEAU","34500","BEZIERS","0467280555","","","6622Z","40539805800041","3 à 5","llovet@sagesse.fr","PEZET POUX ERIC","AGENTS GENERAUX D'ASSURANCES","GESTION DE PATRIMOINE","COURTIERS D'ASSURANCES","MUTUELLES","SOCIETES D'ASSURANCES"
"ALLIANZ CORVOISIER GILOIS AGENTS GENERAUX","MESSAC","4 PLACE BONABRY","35480","GUIPRY MESSAC","0299346183","","0299347752","6622Z","52349847500053","1 à 2","","AGENCE GILOIS-ROUAULT","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES",""
"ALLIANZ CORVOISIER JEAN PAUL ET GILOIS YVES AG","","16 GRANDE RUE","35470","BAIN DE BRETAGNE","0299437021","","0299439763","6622Z","44174903300011","3 à 5","h935021@agents.allianz.fr","GILOIS YVES","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES",""
"ALLIANZ FRANCOIS XAVIER GENAR AGENT","","12 RUE CHARLES MALARD","35300","FOUGERES","0299990597","","0299942660","6622Z","82145012900019","3 à 5","","GENAR FRANCOIS-XAVIER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ALLIANZ GAUFFENY FRANCOIS","","97 RUE RENNES","35340","LIFFRE","0299306259","","","6622Z","39519926800040","Inconnu","","GAUFFENY FRANCOIS","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ALLIANZ NICOLAS HOUANARD AGENT GEN D'ASSURANCE","","9 PLACE ST GILDUIN","35270","COMBOURG","0299732472","","","6622Z","84784698700026","Inconnu","","SPEC NICOLAS HOUANARD ET SAMUEL DAVY","AGENTS GENERAUX D'ASSURANCES","GESTION DE PATRIMOINE","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","MUTUELLES D'ASSURANCES"
"ALLIANZ NICOLAS HOUANARD AGENT GEN D'ASSURANCE","","7 PLACE ANDRE FERRE","35190","TINTENIAC","0299680019","0279465269","","6622Z","84784698700018","Inconnu","","SPEC NICOLAS HOUANARD ET SAMUEL DAVY","AGENTS GENERAUX D'ASSURANCES","GESTION DE PATRIMOINE","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","MUTUELLES D'ASSURANCES"
"ALLIANZ ROUAULT  GILOIS AGENT GENERAL","","47 RUE PUITS MAUGER","35000","RENNES","0223440180","","","6622Z","52349847500061","1 à 2","","AGENCE GILOIS-ROUAULT","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES","MUTUELLES D'ENTREPRISES"
"ALLIANZ ROUAULT CORVOISIER GILOIS","","12 Bis PLACE DOCT JOLY","35170","BRUZ","0299529100","","0299059046","6622Z","45377574400023","0","","ROUAULT HERVE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES","MUTUELLES D'ENTREPRISES"
"ALLIANZ SAMUEL DAVY","","16 SQUARE ALBERT TOSTIVINT","35190","TINTENIAC","0299680397","","","6622Z","84784698700034","Inconnu","andre.leveque@agents.allianz.fr","SPEC NICOLAS HOUANARD ET SAMUEL DAVY","AGENTS GENERAUX D'ASSURANCES","GESTION DE PATRIMOINE","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","MUTUELLES D'ASSURANCES"
"ARNAUD DAVID ASSURANCES ET ASSOCIES","","71 RUE CHATAIGNERAIE","35600","REDON","0299710428","","0299723500","6622Z","48152882600102","1 à 2","","DAVID ARNAUD","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"ASSUR SM","","22 RUE GUSTAVE FLAUBERT","35400","ST MALO","0223184462","","0223184487","6512Z","48325775400042","1 à 2","","HIBON TIFFANY","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ASSURANCES STEPHANE MICHEL","","310 RUE FOUGERES","35700","RENNES","0299549354","","","6622Z","52874143200033","0","contact@secap-assurances.com","MICHEL STEPHANE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"ASV ASSURANCES","ZAC ATALANTE CHAMPEAUX","4 RUE MAURICE FABRE","35000","RENNES","0299360193","","0299272139","6622Z","77773592900039","20 à 49","","SCF SCHAUPP PATIN HERZIN","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AVIVA ASSURANCES","","27 BOULEVARD JEAN JAURES","35300","FOUGERES","0299941802","0252330480","","6622Z","48806346200029","3 à 5","","URCUN CAROLINE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA AGENCE JEROME NAUDIN","TECHNOPARC BAT C","4 AVENUE PEUPLIERS","35510","CESSON SEVIGNE","0299010129","","","6622Z","48279092000045","1 à 2","","NAUDIN JEROME","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA BERTRAND PLOUVIER AGENT GENERAL","","32 RUE POULLAIN DUPARC","35000","RENNES","0299792442","","0299791777","6622Z","47996330800016","0","","PLOUVIER BERTRAND","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA GAIGNON DOMINIQUE AGENT GENERAL","","2 RUE RENE BARON","35300","FOUGERES","0299940885","","0299996149","6622Z","82445556200010","6 à 9","","AGENCE GAIGNON-FOUQUE","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES"
"AXA GALLIER SYLVAIN AGENT GENERAL","","17 RUE MONT ST MICHEL","35830","BETTON","0299557927","","0299551863","6622Z","33749778800121","1 à 2","agence.gallieradjutor@axa.fr","GALLIER SYLVAIN","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA GALLIER SYLVAIN AGENT GENERAL","","CTRE AFFAIRES ESPACE PERFORMANCE ALPHAS","35760","ST GREGOIRE","0299231866","","","6622Z","33749778800030","3 à 5","","GALLIER SYLVAIN","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA YANNICK DE CHARETTE AGENT GENERAL","","11 RUE LE GOBIEN","35400","ST MALO","0299828030","0257539812","","","0","","agence.decharettestmalo@axa.fr","","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","MUTUELLES D'ASSURANCES"
"C3A COURTAGE","LA COSTARDAIS","RUE LIBERTE LA COSTARDAIS","35540","MINIAC MORVAN","0299400610","","0974767905","6622Z","48470984500073","1 à 2","","LE GOFF PATRICIA","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"CHAUVEL JEAN MARC","","35 RUE DOUVES","35600","REDON","0299711144","","","6622Z","79951026800011","1 à 2","a.philippon@gan.fr","CHAUVEL JEAN-MARC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"DE LA VILLEON OLIVIER","","30 BOULEVARD DES TALARDS","35400","ST MALO","0299563034","","0299566414","6622Z","49950084100030","3 à 5","","DE LA VILLEON OLIVIER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"GAN ASSURANCES ORAIN XAVIER AGENT GENERAL","","19 Bis RUE CHATILLON","35000","RENNES","0299315411","","","6622Z","39477200800097","0","","ORAIN XAVIER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"GO ASSURANCES","","243 RUE FOUGERES","35700","RENNES","0223210530","","0223210531","6622Z","33749778800113","1 à 2","","GALLIER SYLVAIN","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"JACOB VAULEON SANDRINE","","2 AVENUE CYGNES","35650","LE RHEU","0299652565","","0299652560","6622Z","32588904600059","3 à 5","","TROCHERIE MICHEL","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"LE NINIVIN THIERRY","","17 BOULEVARD BEAUMONT","35000","RENNES","0299315813","","0299676527","6622Z","39228596100034","1 à 2","","LE NINIVIN THIERRY","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"LENEN JEAN MARC","","6 RUE 11 NOVEMBRE","35580","GUICHEN","0299570355","","","6622Z","38282074400037","1 à 2","","LENEN JEAN-MARC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"MUTUELLE DE POITIERS JONATHAN PITOIS AGENT GEN","","1 PLACE GAMBETTA","35300","FOUGERES","0299948926","","","6622Z","89188386000019","Inconnu","","PITOIS JONATHAN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES",""
"OUEST ASSURANCES","","16 AVENUE JEAN JAURES","35400","ST MALO","0299825334","","0973872148","6622Z","35016235000085","Inconnu","","CRAVEIA DENIS","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"REUCHERON PATRICK","","74 RUE RENNES","35340","LIFFRE","0299396981","","0299235349","6622Z","43862788700013","0","","REUCHERON PATRICK","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"VALEAS ASSURANCES","","19 Bis RUE CHATILLON","35000","RENNES","0299315411","","","6622Z","39477200800097","0","assur.box@valeas.fr","ORAIN XAVIER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ALEXANDRE CHRISTINE","","41 AVENUE VERDUN","36000","CHATEAUROUX","0254229011","","0254072204","6622Z","48755435400018","3 à 5","","CAILLAUD CHRISTINE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ASSURA COURTAGE","","5 RUE PHILIPPE DECOURTEIX","36400","LA CHATRE","0254310703","","","6622Z","53219934600026","0","","TREMEAU FABIEN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"MATH PREVARIS MUTUELLE & ASSURANCES","","7 RUE GARE","36000","CHATEAUROUX","0254072302","","0254601088","6622Z","40985238100022","1 à 2","chateauroux@math-prevaris.com","LEGROS GILLES","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","",""
"MATHIEU LESLIE","","10 RUE POSTE","36220","MARTIZAY","0254285454","","0254285455","6622Z","8796565510001","Inconnu","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"MUTUELLE DE POITIERS FREDERIC JOUHANNET AGENT","","10 RUE GRANDE","36200","ARGENTON SUR CREUSE","0254240885","","","6622Z","50214741600015","1 à 2","","JOUHANNET FREDERIC","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES D'ENTREPRISES","MUTUELLES ETUDIANTES"
"PM FINANCE","","26 RUE METZ","36000","CHATEAUROUX","0672241948","","","6622Z","83343633000017","0","","FEAUVEAUX LOUIS","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES","SOCIETES D'ASSURANCES",""
"ACTUEL'ASSURANCES TOURS","","7 RUE MIRABEAU","37000","TOURS","0247460100","","0247460107","6622Z","51848979400017","1 à 2","jpgadin@agence.generali.fr","CHEVALLIER CHANTEPIE CONEN DE ST LUC CHR","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AREAS ASSURANCES MICHAEL BOULANGER","","30 RUE DOCT HERPIN","37000","TOURS","0247310600","","","6622Z","87990194000012","Inconnu","","BOULANGER MICHAEL","AGENTS GENERAUX D'ASSURANCES","GESTION DE PATRIMOINE","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AVIVA LEBLANC FABRICE TOURS","","50 AVENUE ANDRE MAGINOT","37100","TOURS","0247412287","","0247492534","6622Z","49022868100022","3 à 5","","LEBLANC FABRICE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"AXA ASSURANCE  AMINATA OUATTARA","","22 RUE PAUL HUET","37500","CHINON","0627126404","","","","0","","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","EXPERTS EN ASSURANCES","MUTUELLES D'ASSURANCES","MUTUELLES"
"AXA COURTEILLE GERARD AGENT","CCIAL CHATEAU FRAISIER","AVENUE HENRI ADAM","37550","ST AVERTIN","0247480548","","","6622Z","39520586700058","1 à 2","","COURTEILLE GERARD","AGENTS GENERAUX D'ASSURANCES","BANQUES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES",""
"AXA JOUAN XAVIER AGENT GENERAL","","10 RUE HIPPODROME","37170","CHAMBRAY LES TOURS","0247252858","","","6622Z","50173503900023","0","","JOUAN XAVIER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"CABINET CHEVILLARD ET LAMY","","58 AVENUE REPUBLIQUE","37170","CHAMBRAY LES TOURS","0247702020","","0247569663","6622Z","53302075600029","0","chambray@thelem-assurances.fr","CABINET CHEVILLARD ET LAMY","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","MUTUELLES D'ASSURANCES","SOCIETES D'ASSURANCES",""
"MARTIN GREGORY","","3 RUE NATIONALE","37390","LA MEMBROLLE SUR CHOISILLE","0247566334","","","6622Z","84778895700011","1 à 2","","MARTIN GREGORY","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"MMA ASSURANCES HERTEAU & ASSOCIES AGENT GEN","","22 RUE GAMBETTA","37130","LANGEAIS","0247968047","","","6622Z","80805692300028","1 à 2","cabinet-huwart@mma.fr","CHARTIER EMMANUEL","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"MUTUELLE DE POITIERS CHARLES SOZZI AGENT GEN D","","28 PLACE MAR LECLERC","37800","STE MAURE DE TOURAINE","0247720083","","","4726Z","78998146100021","0","","CHAMPALOU OLIVIER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"REINMUTH DELPHINE","","LE PRIEURE","37340","RILLE","0247281882","","","6622Z","80435328200010","Inconnu","leleuhm@live.fr","SALAUN DELPHINE","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"THELEM ASSURANCES THIERRY MARTIN AGENT GEN","","2 QUAI JEANNE D'ARC","37500","CHINON","0247953381","0671561716","","","0","","","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ALLIANZ ASSURANCES SECARA 3000","","92 RUE GAMBETTA","38490","LES ABRETS","0476321172","","0476310195","6622Z","39813904800027","3 à 5","","DE JONG PETER","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"ALLIANZ LAURENT SCHNEIDER","","12 RUE CENTRALE","38230","PONT DE CHERUY","0478321365","","","6622Z","40406344800017","3 à 5","laurent.schneider@agents.allianz.fr","SCHNEIDER LAURENT","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"ALLIANZ MEYLAN  DAVID LEBIGOT","","37 CHEMIN VIEUX CHENE","38240","MEYLAN","0476246007","","","6622Z","53222796400071","Inconnu","","LEBIGOT DAVID","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","SOCIETES D'ASSURANCES","",""
"APRIL ASSURANCES CABINET AVICAP","","1036 AVENUE AMBROISE CROIZAT","38920","CROLLES","0476450497","","","6619B","44527854200011","3 à 5","","CERDA JEAN","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
"ASSURANCES CABINET VIALLET","","1 BOULEVARD CHANTOURNE","38700","LA TRONCHE","0476512223","","","6622Z","5092251990001","3 à 5","viallet@aviva-assurances.com","","AGENTS GENERAUX D'ASSURANCES","COURTIERS D'ASSURANCES","","",""
